id,created_time,note,created_by_id,lab_request_id
889,2025-02-27 13:17:14.341296,See STOMPI for complete test conditions.,6,475
890,2025-02-27 13:17:18.456334,"Generic Sample ID, actual Sample ID TBD.",6,475
891,2025-02-27 15:41:46.989871,See STOMPI for complete test conditions.,6,476
892,2025-02-27 15:41:51.741492,"Generic Sample IDs, actual Sample IDs TBD.",6,476
893,2025-02-27 15:48:23.626677,"Can use element 6338-0101-0546 for 2nd layer of test load, if desired.",6,354
894,2025-02-28 12:30:16.849052,See STOMPI for complete test conditions.,6,477
895,2025-02-28 12:30:21.336553,"Generic Sample IDs, actual Sample IDs TBD.",6,477
896,2025-02-28 12:35:44.933752,Previous LR 25-00005,11,478
897,2025-02-28 12:36:14.878352,See STOMPI for complete test conditions.,6,479
898,2025-02-28 12:36:19.853536,"Generic Sample ID, actual Sample ID TBD.",6,479
899,2025-02-28 12:37:03.864217,**5 POINT CO TEST - 240 275 310 345 380 C**,11,478
900,2025-02-28 12:39:41.956067,See STOMPI for complete test conditions.,6,480
901,2025-02-28 12:39:45.802276,"Generic Sample ID, actual Sample ID TBD.",6,480
902,2025-02-28 12:52:10.972735,Actual sample ID added for testing.,6,475
903,2025-02-28 13:01:26.406465,Actual sample ID added for testing.,6,420
904,2025-02-28 13:01:37.038977,Actual sample ID added for testing.,6,426
905,2025-02-28 13:01:48.239903,Actual sample ID added for testing.,6,427
906,2025-02-28 13:02:38.810537,Actual sample ID added for testing.,6,367
907,2025-02-28 13:03:00.126229,Actual sample ID added for testing.,6,409
908,2025-02-28 13:09:00.327020,Waiting on new test sample with higher Pt loading to arrive from Cleveland in Durham.,6,351
909,2025-02-28 13:16:50.668471,See STOMPI for complete test conditions.,6,481
910,2025-02-28 13:16:55.633515,"Generic Sample IDs, actual Sample IDs TBD.",6,481
911,2025-02-28 13:28:21.716663,Actual sample IDs added for testing.,6,424
912,2025-02-28 13:47:37.417984,These tests are already completed.  Lab request entered post testing.,6,482
913,2025-02-28 14:30:11.019037,See STOMPI for complete test conditions.,6,483
914,2025-02-28 14:30:15.425884,"Generic Sample IDs, actual Sample IDs TBD.",6,483
915,2025-02-28 14:37:16.184499,See STOMPI for complete test conditions.,6,484
916,2025-02-28 14:37:21.477193,"Generic Sample IDs, actual Sample IDs TBD.",6,484
917,2025-02-28 14:40:51.217732,"Generic Sample ID, actual Sample ID TBD.",6,357
918,2025-02-28 14:46:13.170395,See STOMPI for complete test conditions.,6,485
919,2025-02-28 14:46:17.929243,"Generic Sample IDs, actual Sample IDs TBD.",6,485
920,2025-03-03 10:01:47.011173,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,486
921,2025-03-03 10:05:04.444145,Plate || Pitch 5.7mm || Length 625 mm || AP 351,29,487
922,2025-03-03 12:51:04.939531,Target Length 1136 Product Spec	S42-15STc AP-825,8,488
923,2025-03-03 12:52:04.992801,"No K guess, less than 54.8",8,488
924,2025-03-03 12:52:26.278032,"The sample is broken, but should be testable. Please confirm.",8,488
925,2025-03-03 14:46:25.886426,Actual sample ID added for testing.,6,385
926,2025-03-04 12:27:27.590933,Test strategy and conditions were updated in STOMPI on 3/4/2025.  Test sheet updated to reflect revised strategy and conditions.  Please see STOMPI for updated conditions.,6,397
927,2025-03-05 18:29:02.488364,CM21TG-ACT,12,489
928,2025-03-05 18:29:10.819898,156mm,12,489
929,2025-03-05 18:29:15.832110,1715,12,489
930,2025-03-05 18:29:38.431251,"NRG Energy, Saguaro",12,489
931,2025-03-05 18:29:46.435987,1 layer,12,489
932,2025-03-05 18:29:58.726180,Unit 1,12,489
933,2025-03-05 18:30:06.178874,72-75,12,489
