id,value,parameter_id,location_id,run_id
241,29.064562715292727,1,1,18
242,0.24047381028431983,2,1,18
243,44.06834585098889,13,1,18
244,156.09083440542997,14,1,18
245,-0.780190022025363,15,1,18
246,15.59792,17,5,18
247,5.63532027,16,5,18
248,1.1455356210532863,1,5,18
249,0.1469460929627001,2,5,18
250,156.93198744881704,14,5,18
251,-1.1110486497700531,15,5,18
252,5.783860413119397,13,5,19
253,442.621,12,1,19
254,444.283,12,5,19
255,14.54151,17,1,19
256,10.494372626,16,1,19
257,27.280051999381676,1,1,19
258,0.06846880112233243,2,1,19
259,39.90791135818133,13,1,19
260,97.18974753007467,7,1,19
261,186.8818074768216,14,1,19
262,-0.4353339856184136,15,1,19
263,14.45457,17,5,19
264,10.970492626,16,5,19
265,1.3016804475079424,1,5,19
266,96.69984234366545,7,5,19
267,192.49554365168692,14,5,19
268,-0.6015386536401301,15,5,19
269,5.443216421684973,13,5,20
270,444.8186,12,1,20
271,446.6368,12,5,20
272,14.50128,17,1,20
273,11.062182626,16,1,20
274,27.093920675688203,1,1,20
275,0.014170068899941563,2,1,20
276,39.963265888949564,13,1,20
277,100.32244539439736,7,1,20
278,196.5812062767251,14,1,20
279,-0.4967479954473838,15,1,20
280,14.3316,17,5,20
281,11.107182626,16,5,20
282,1.4783069417983816,1,5,20
283,99.23644662859057,7,5,20
284,219.8395101010245,14,5,20
285,-0.3601159232620184,15,5,20
286,6.4877660862472215,13,5,21
287,356.3801,12,1,21
288,357.5184,12,5,21
289,12.8267,17,1,21
290,10.113000149,16,1,21
291,20.41718307477344,1,1,21
292,0.09356436430119029,2,1,21
293,24.14636903665501,13,1,21
294,0.28060698478990775,7,1,21
295,82.83375035702859,14,1,21
296,-0.531374622350004,15,1,21
297,12.79701,17,5,21
298,10.271230148999999,16,5,21
299,2.488821950538656,1,5,21
300,0.5033815806792387,7,5,21
301,91.80012519594572,14,5,21
302,-0.4284015490665015,15,5,21
303,6.779014815623278,13,5,22
304,356.3703,12,1,22
305,357.0286,12,5,22
306,12.98825,17,1,22
307,9.700525148999999,16,1,22
308,20.80158644443322,1,1,22
309,0.0812918348873289,2,1,22
310,22.41360399204566,13,1,22
311,107.27662948189031,14,1,22
312,-0.32895636047733934,15,1,22
313,12.88675,17,5,22
314,10.210320149,16,5,22
315,2.589765687837122,1,5,22
316,104.530134438334,14,5,22
317,-0.1298607926807319,15,5,22
318,7.629093344605258,13,5,23
319,319.7146,12,1,23
320,320.2421,12,5,23
321,14.95759,17,1,23
322,7.162020823,16,1,23
323,24.913183930795892,1,1,23
324,0.17334041674171674,2,1,23
325,27.516611441202958,13,1,23
326,174.06213742751768,14,1,23
327,-0.4794296945557265,15,1,23
328,14.94479,17,5,23
329,7.103954823,16,5,23
330,4.575712025093199,1,5,23
331,161.97640127015285,14,5,23
332,-0.6534522528309892,15,5,23
333,7.669190127070617,13,5,24
334,319.5139,12,1,24
335,320.4612,12,5,24
336,14.97938,17,1,24
337,7.1986828229999995,16,1,24
338,24.884826220681607,1,1,24
339,0.1912633843994518,2,1,24
340,27.606942206580662,13,1,24
341,140.10390677108177,14,1,24
342,-0.5731436322024781,15,1,24
343,14.94479,17,5,24
344,7.254613823,16,5,24
345,4.531033492038159,1,5,24
346,154.79128053445098,14,5,24
347,-0.9173300528139758,15,5,24
348,7.100464431019026,13,5,25
349,271.2711,12,1,25
350,269.7161,12,5,25
351,3.163462,17,1,25
352,9.323120787,16,1,25
353,51.28908830304387,1,1,25
354,0.2027578738656474,2,1,25
355,45.391521363804394,13,1,25
356,0.6982138175629143,14,1,25
357,-0.41659215698486785,15,1,25
358,3.175768,17,5,25
359,9.360731787,16,5,25
360,11.906776017474641,1,5,25
361,0.7065838158522821,14,5,25
362,-0.5296580162935874,15,5,25
363,7.02820860594338,13,5,26
364,268.9135,12,1,26
365,270.3227,12,5,26
366,3.128654,17,1,26
367,9.388249787000001,16,1,26
368,51.21076961974696,1,1,26
369,0.20887248280173557,2,1,26
370,45.12734265023991,13,1,26
371,0.8030610801463165,14,1,26
372,-0.4597924982363126,15,1,26
373,3.116585,17,5,26
374,8.946740787000001,16,5,26
375,11.874407070599759,1,5,26
376,0.7827989971590563,14,5,26
377,-0.5852997735680295,15,5,26
378,7.164543553129329,13,5,27
379,269.8517,12,1,27
380,269.593,12,5,27
381,3.151332,17,1,27
382,9.486584787,16,1,27
383,50.93945968285358,1,1,27
384,0.15111518227229043,2,1,27
385,45.24664648176697,13,1,27
386,0.5003556643335603,14,1,27
387,-0.29115192414278745,15,1,27
388,3.147005,17,5,27
389,9.069852787,16,5,27
390,11.835496785010578,1,5,27
391,0.7346575590988316,14,5,27
392,-0.5241510264836131,15,5,27
393,3.3714387294261194,13,5,28
394,454.5308,12,1,28
395,452.77,12,5,28
396,15.62739,17,1,28
397,8.3667179839,16,1,28
398,22.571072316678624,1,1,28
399,0.07384915448964306,2,1,28
400,26.90173216284976,13,1,28
401,126.43315420006921,14,1,28
402,-0.3449614736537116,15,1,28
403,15.47267,17,5,28
404,8.3674849839,16,5,28
405,0.7581031142471046,1,5,28
406,129.42561789247242,14,5,28
407,-0.7811992281061225,15,5,28
408,28.831959469920523,13,5,29
409,360.1387,12,1,29
410,358.6696,12,5,29
411,11.39509,17,1,29
412,15.527333593,16,1,29
413,21.62714998479804,1,1,29
414,47.76550185546933,13,1,29
415,0.2857868707930296,7,1,29
416,52.51940004621855,14,1,29
417,0.4011352647108113,15,1,29
418,11.4042,17,5,29
419,15.130523593,16,5,29
420,3.7381664107195176,1,5,29
421,56.3745761439077,14,5,29
422,0.48093436802013145,15,5,29
423,28.952775797457104,13,5,30
424,359.2776,12,1,30
425,358.797,12,5,30
426,11.3125,17,1,30
427,14.679503593,16,1,30
428,21.539220977261277,1,1,30
429,47.79708834025748,13,1,30
430,68.55854110478535,14,1,30
431,0.3409278617091298,15,1,30
432,11.25919,17,5,30
433,15.235163593,16,5,30
434,3.8504058974748068,1,5,30
435,58.83785035640245,14,5,30
436,0.28836673361386245,15,5,30
437,0.33808748752391604,13,5,31
438,398.1071,12,1,31
439,401.3288,12,5,31
440,15.17264,17,1,31
441,5.822955573,16,1,31
442,73.00723230202375,1,1,31
443,0.8584346811039045,2,1,31
444,70.23646397320593,13,1,31
445,66.56665343707367,7,1,31
446,41.62209128402211,14,1,31
447,1.9684811848570924,15,1,31
448,14.99816,17,5,31
449,6.144358573,16,5,31
450,3.941368407648888,1,5,31
451,0.3296335801408725,2,5,31
452,0.13079350280236404,7,5,31
453,133.87242736786033,14,5,31
454,0.6421929367653417,15,5,31
455,0.28402179230245533,13,5,32
456,398.1548,12,1,32
457,400.7668,12,5,32
458,15.17487,17,1,32
459,6.257539573,16,1,32
460,72.80950733435351,1,1,32
461,0.8098208725715806,2,1,32
462,68.5429479739721,13,1,32
463,66.63337669661696,7,1,32
464,47.20825034719675,14,1,32
465,2.373473226396309,15,1,32
466,15.02119,17,5,32
467,5.662527573,16,5,32
468,3.8154441786483884,1,5,32
469,0.2878676988194097,2,5,32
470,0.17043024035270188,7,5,32
471,140.0772376027526,14,5,32
472,0.5077557069070954,15,5,32
473,0.34855799746614663,13,5,33
474,397.8486,12,1,33
475,400.0888,12,5,33
476,15.18383,17,1,33
477,5.998930573,16,1,33
478,72.61584790054923,1,1,33
479,0.7849359751944134,2,1,33
480,61.54865708727975,13,1,33
481,66.51545260296882,7,1,33
482,49.68262136237537,14,1,33
483,2.2676250525589676,15,1,33
484,15.01904,17,5,33
485,6.132585573,16,5,33
486,3.7637913237160356,1,5,33
487,0.3015507700173547,2,5,33
488,0.18006086780140773,7,5,33
489,148.00655397624146,14,5,33
490,0.4516217929169487,15,5,33
491,0.3384341538633743,13,5,34
492,297.1117,12,1,34
493,298.8203,12,5,34
494,14.83451,17,1,34
495,8.55470755,16,1,34
496,25.70748287874276,1,1,34
497,0.7209484844290636,2,1,34
498,19.510334203103092,13,1,34
499,53.55051836788128,7,1,34
500,37.041041963445544,14,1,34
501,2.1836297380664123,15,1,34
502,14.8,17,5,34
503,8.40842555,16,5,34
504,0.891800806902714,1,5,34
505,0.02565757837564938,7,5,34
506,104.46529577044517,14,5,34
507,0.8504126112879589,15,5,34
508,6.040877096248729,13,5,35
509,322.1171,12,1,35
510,323.8707,12,5,35
511,13.72818,17,1,35
512,7.87491468,16,1,35
513,15.61556863695722,1,1,35
514,0.3804394273097212,2,1,35
515,19.07941972476428,13,1,35
516,91.35434310607812,7,1,35
517,23.017071177025638,14,1,35
518,-0.2352227943640834,15,1,35
519,13.57491,17,5,35
520,7.73087068,16,5,35
521,2.372816288757844,1,5,35
522,12.290195663027635,7,5,35
523,107.00402961166688,14,5,35
524,-0.13081634224745708,15,5,35
525,6.026627159556961,13,5,36
526,322.7722,12,1,36
527,322.9113,12,5,36
528,13.57582,17,1,36
529,8.90057968,16,1,36
530,15.547899075808301,1,1,36
531,0.4027581577480668,2,1,36
532,19.80457354901421,13,1,36
533,89.93724245686836,7,1,36
534,23.500716453296526,14,1,36
535,-0.12890488170781372,15,1,36
536,13.625,17,5,36
537,7.58030068,16,5,36
538,2.2328236784832685,1,5,36
539,12.304266962205045,7,5,36
540,105.71662446304526,14,5,36
541,0.32788182847336267,15,5,36
542,3.9311473505482,13,5,37
543,319.6628,12,1,37
544,320.7159,12,5,37
545,14.24904,17,1,37
546,7.01127663,16,1,37
547,10.038812462083596,1,1,37
548,0.3517215401470029,2,1,37
549,11.372043713218256,13,1,37
550,85.83122964536726,7,1,37
551,30.73271920971421,14,1,37
552,-0.30766364956065106,15,1,37
553,14.16067,17,5,37
554,6.98399363,16,5,37
555,1.7478212766231451,1,5,37
556,9.995634152487856,7,5,37
557,112.10395642575253,14,5,37
558,-0.166931914258232,15,5,37
559,2.90062559065957,13,5,38
560,318.1836,12,1,38
561,319.9402,12,5,38
562,14.24006,17,1,38
563,7.63181363,16,1,38
564,10.091944982723602,1,1,38
565,0.37504175800566825,2,1,38
566,11.406793490341864,13,1,38
567,86.06469156118389,7,1,38
568,30.676961802081124,14,1,38
569,-0.10836804741303269,15,1,38
570,14.14547,17,5,38
571,7.37597163,16,5,38
572,1.8032529780803357,1,5,38
573,10.366491145951873,7,5,38
574,109.68419862302736,14,5,38
575,-0.030575543407451944,15,5,38
576,6.040877096248729,13,5,39
577,322.1171,12,1,39
578,323.8707,12,5,39
579,13.72818,17,1,39
580,7.87491468,16,1,39
581,15.61556863695722,1,1,39
582,0.3804394273097212,2,1,39
583,19.07941972476428,13,1,39
584,91.35434310607812,7,1,39
585,23.017071177025638,14,1,39
586,-0.2352227943640834,15,1,39
587,13.57491,17,5,39
588,7.73087068,16,5,39
589,2.372816288757844,1,5,39
590,12.290195663027635,7,5,39
591,107.00402961166688,14,5,39
592,-0.13081634224745708,15,5,39
593,6.026627159556961,13,5,40
594,322.7722,12,1,40
595,322.9113,12,5,40
596,13.57582,17,1,40
597,8.90057968,16,1,40
598,15.547899075808301,1,1,40
599,0.4027581577480668,2,1,40
600,19.80457354901421,13,1,40
601,89.93724245686836,7,1,40
602,23.500716453296526,14,1,40
603,-0.12890488170781372,15,1,40
604,13.625,17,5,40
605,7.58030068,16,5,40
606,2.2328236784832685,1,5,40
607,12.304266962205045,7,5,40
608,105.71662446304526,14,5,40
609,0.32788182847336267,15,5,40
610,3.9311473505482,13,5,41
611,319.6628,12,1,41
612,320.7159,12,5,41
613,14.24904,17,1,41
614,7.01127663,16,1,41
615,10.038812462083596,1,1,41
616,0.3517215401470029,2,1,41
617,11.372043713218256,13,1,41
618,85.83122964536726,7,1,41
619,30.73271920971421,14,1,41
620,-0.30766364956065106,15,1,41
621,14.16067,17,5,41
622,6.98399363,16,5,41
623,1.7478212766231451,1,5,41
624,9.995634152487856,7,5,41
625,112.10395642575253,14,5,41
626,-0.166931914258232,15,5,41
627,2.90062559065957,13,5,42
628,318.1836,12,1,42
629,319.9402,12,5,42
630,14.24006,17,1,42
631,7.63181363,16,1,42
632,10.091944982723602,1,1,42
633,0.37504175800566825,2,1,42
634,11.406793490341864,13,1,42
635,86.06469156118389,7,1,42
636,30.676961802081124,14,1,42
637,-0.10836804741303269,15,1,42
638,14.14547,17,5,42
639,7.37597163,16,5,42
640,1.8032529780803357,1,5,42
641,10.366491145951873,7,5,42
642,109.68419862302736,14,5,42
643,-0.030575543407451944,15,5,42
644,10.398221779751879,13,5,43
645,351.7493,12,1,43
646,352.0659,12,5,43
647,13.50314,17,1,43
648,7.8797849,16,1,43
649,30.53040179017124,1,1,43
650,0.29758386875499165,2,1,43
651,38.68019843562003,13,1,43
652,0.15843595224084533,7,1,43
653,88.02876927932834,14,1,43
654,-1.0587309516605763,15,1,43
655,13.5277,17,5,43
656,7.8510998999999995,16,5,43
657,2.746186657956648,1,5,43
658,-0.09441926046385876,2,5,43
659,76.45968810646714,14,5,43
660,-0.2923363737469071,15,5,43
661,10.178112440874289,13,5,44
662,352.1749,12,1,44
663,352.0533,12,5,44
664,13.50314,17,1,44
665,7.7670759,16,1,44
666,30.847988478769263,1,1,44
667,0.2625420394754675,2,1,44
668,38.40944255609912,13,1,44
669,0.10233288266743784,7,1,44
670,64.95651330000499,14,1,44
671,-1.222543805265738,15,1,44
672,13.45919,17,5,44
673,7.8275559,16,5,44
674,2.800747908126698,1,5,44
675,-0.030892269677809267,2,5,44
676,88.15396228600169,14,5,44
677,-0.18776902542828414,15,5,44
678,11.549625620176075,13,5,45
679,352.3027,12,1,45
680,353.2107,12,5,45
681,13.46137,17,1,45
682,7.7123323,16,1,45
683,30.937896461760946,1,1,45
684,0.2931880897451697,2,1,45
685,40.78176720463378,13,1,45
686,83.07663825596927,14,1,45
687,-1.1907611541038001,15,1,45
688,13.6105,17,5,45
689,7.7568213,16,5,45
690,2.7904102138232143,1,5,45
691,-0.05893247692254559,2,5,45
692,85.24038628994037,14,5,45
693,-0.2797039907298858,15,5,45
694,12.222244383303911,13,5,46
695,351.98,12,1,46
696,352.8094,12,5,46
697,13.7396,17,1,46
698,7.8521333,16,1,46
699,30.915510147127474,1,1,46
700,0.2895163605561798,2,1,46
701,41.831681166852235,13,1,46
702,91.20411015440253,14,1,46
703,-1.2744885932340309,15,1,46
704,13.56128,17,5,46
705,7.8815523,16,5,46
706,2.8464364581341073,1,5,46
707,-0.03893620756268996,2,5,46
708,84.2322073236586,14,5,46
709,-0.04035065823194499,15,5,46
710,7.118183322135939,13,5,47
711,354.7509,12,1,47
712,355.629,12,5,47
713,13.19062,17,1,47
714,10.278294725,16,1,47
715,20.63182613756892,1,1,47
716,0.07057593232977036,2,1,47
717,25.5620310377566,13,1,47
718,0.16729800168190126,7,1,47
719,115.50829499099709,14,1,47
720,-0.026462615625982393,15,1,47
721,13.09102,17,5,47
722,10.299034725,16,5,47
723,1.5225836598445681,1,5,47
724,-0.03318804865558901,7,5,47
725,123.94973862225253,14,5,47
726,-0.8586471702268982,15,5,47
727,6.491653178785075,13,5,48
728,319.7755,12,1,48
729,321.0465,12,5,48
730,15.08063,17,1,48
731,7.168879926000001,16,1,48
732,25.009239640212424,1,1,48
733,0.08718679677190341,2,1,48
734,27.332267541072568,13,1,48
735,0.09918085651299496,7,1,48
736,165.0737279458068,14,1,48
737,-0.12607954089824747,15,1,48
738,15.02242,17,5,48
739,7.182331926000001,16,5,48
740,3.378291380365282,1,5,48
741,-0.07115829493512255,7,5,48
742,185.4745913921785,14,5,48
743,-0.9029905807715262,15,5,48
744,6.5997675201006505,13,5,49
745,356.1053,12,1,49
746,357.25,12,5,49
747,13.05006,17,1,49
748,9.149732818,16,1,49
749,20.55067125074908,1,1,49
750,0.039229042583444625,2,1,49
751,22.945052498568884,13,1,49
752,-0.009392201327164172,7,1,49
753,155.7801886443328,14,1,49
754,-0.33247096829655204,15,1,49
755,12.92275,17,5,49
756,10.053293818,16,5,49
757,1.4388517311365352,1,5,49
758,152.44940411997084,14,5,49
759,-0.31328235569830215,15,5,49
760,6.544802539198633,13,5,50
761,319.8641,12,1,50
762,320.3544,12,5,50
763,15.13131,17,1,50
764,7.27330459,16,1,50
765,24.91635700791766,1,1,50
766,0.1716236487198676,2,1,50
767,27.678745787841507,13,1,50
768,209.4544276718121,14,1,50
769,-0.5592291386069141,15,1,50
770,15.07906,17,5,50
771,7.2703375900000005,16,5,50
772,3.156192305607252,1,5,50
773,0.004346322304269886,7,5,50
774,205.30708752959862,14,5,50
775,-0.8921577826328678,15,5,50
776,6.418436953150484,13,5,51
777,319.6661,12,1,51
778,320.8224,12,5,51
779,15.13717,17,1,51
780,7.25148859,16,1,51
781,25.013279585098193,1,1,51
782,0.21676136354499365,2,1,51
783,27.631307403643,13,1,51
784,-0.009622278421859146,7,1,51
785,181.4397520905721,14,1,51
786,-0.5662573900279053,15,1,51
787,15.03041,17,5,51
788,7.2625415900000005,16,5,51
789,3.215117732489516,1,5,51
790,198.747272493857,14,5,51
791,-0.9247468225930218,15,5,51
792,6.671796736036809,13,5,52
793,356.19,12,1,52
794,356.6819,12,5,52
795,12.85135,17,1,52
796,11.068081280000001,16,1,52
797,20.69083161011552,1,1,52
798,0.19508020573156032,2,1,52
799,25.90701144382101,13,1,52
800,105.93675407659077,14,1,52
801,-0.624407758195729,15,1,52
802,12.86434,17,5,52
803,10.115991280000001,16,5,52
804,3.412979231440758,1,5,52
805,86.54150959412172,14,5,52
806,-0.5751770613730589,15,5,52
807,6.823473984306466,13,5,53
808,355.7406,12,1,53
809,356.8208,12,5,53
810,13.05509,17,1,53
811,10.35943128,16,1,53
812,20.675754086179563,1,1,53
813,0.15180757099507167,2,1,53
814,25.767442899820104,13,1,53
815,100.96763030666322,14,1,53
816,-0.7168384908479862,15,1,53
817,13.10012,17,5,53
818,10.00476628,16,5,53
819,3.4466464742461915,1,5,53
820,103.0779677939593,14,5,53
821,-0.42664470564586254,15,5,53
822,7.9327140726825744,13,5,54
823,320.0941,12,1,54
824,320.8307,12,5,54
825,14.99936,17,1,54
826,7.04268524,16,1,54
827,25.27738075337666,1,1,54
828,0.19625926208284117,2,1,54
829,26.487459393131033,13,1,54
830,119.47032451047964,14,1,54
831,-0.2893081633159688,15,1,54
832,14.91913,17,5,54
833,7.1714052399999995,16,5,54
834,5.5020582862478316,1,5,54
835,112.56553637395598,14,5,54
836,-0.7833237181710839,15,5,54
837,8.225935418307245,13,5,55
838,320.0394,12,1,55
839,320.5602,12,5,55
840,14.91411,17,1,55
841,7.16537624,16,1,55
842,24.905292285960787,1,1,55
843,0.15171703648427648,2,1,55
844,28.85860890572537,13,1,55
845,-0.011636682050791778,7,1,55
846,126.16737253419767,14,1,55
847,-0.4050881931424763,15,1,55
848,14.86425,17,5,55
849,7.18754024,16,5,55
850,5.43163321286379,1,5,55
851,122.46427461777681,14,5,55
852,-0.5738638986373956,15,5,55
853,8.20189334670315,13,5,56
854,319.4695,12,1,56
855,320.1691,12,5,56
856,15.15625,17,1,56
857,7.1309802399999995,16,1,56
858,25.009927368700374,1,1,56
859,0.11334365353701888,2,1,56
860,28.80028352740309,13,1,56
861,114.00594716474262,14,1,56
862,-0.27530849432969184,15,1,56
863,15.00031,17,5,56
864,7.15796124,16,5,56
865,5.3061505927662385,1,5,56
866,129.08097150881653,14,5,56
867,-0.47428092476326833,15,5,56
868,8.137091227633068,13,5,57
869,319.4807,12,1,57
870,321.127,12,5,57
871,14.91624,17,1,57
872,7.20894124,16,1,57
873,25.005097150591023,1,1,57
874,0.17963523881231333,2,1,57
875,28.991565954193668,13,1,57
876,136.18974423694786,14,1,57
877,-0.17334871716038602,15,1,57
878,14.81824,17,5,57
879,7.15716724,16,5,57
880,5.494508556397478,1,5,57
881,139.14235677614624,14,5,57
882,-0.49310160665114977,15,5,57
883,5.151840516849773,13,5,58
884,337.368,12,1,58
885,338.5837,12,5,58
886,11.81361,17,1,58
887,11.562835536100001,16,1,58
888,54.21389327738025,1,1,58
889,7.465365574554346,2,1,58
890,65.3111284154495,13,1,58
891,43.29039275747905,14,1,58
892,-0.38518891018837814,15,1,58
893,11.79004,17,5,58
894,11.353155536100001,16,5,58
895,78.47095546455463,14,5,58
896,-0.301186355379777,15,5,58
897,6.261075529259091,13,5,59
898,337.432,12,1,59
899,334.9999,12,5,59
900,11.79904,17,1,59
901,10.63473868,16,1,59
902,53.950986365224004,1,1,59
903,7.563656593356002,2,1,59
904,63.59106140417203,13,1,59
905,49.00216450237087,14,1,59
906,-0.049878441960113526,15,1,59
907,11.76043,17,5,59
908,11.176998679999999,16,5,59
909,74.64271796124441,14,5,59
910,-0.4540307510518605,15,5,59
911,5.268915881174848,13,5,60
912,398.9485,12,1,60
913,399.0311,12,5,60
914,15.52621,17,1,60
915,9.671350648,16,1,60
916,22.827650294699605,1,1,60
917,0.23417599124691935,2,1,60
918,31.422816452609275,13,1,60
919,79.92656696621079,14,1,60
920,-0.3244513917815056,15,1,60
921,15.40817,17,5,60
922,9.210076648,16,5,60
923,0.27669765622119125,1,5,60
924,84.29934246917063,14,5,60
925,-0.4778480518349761,15,5,60
926,5.309967304390641,13,5,61
927,398.5597,12,1,61
928,398.7664,12,5,61
929,15.40355,17,1,61
930,9.429056648,16,1,61
931,22.713640190373184,1,1,61
932,0.13411675478294294,2,1,61
933,32.2860451793608,13,1,61
934,76.77146316536026,14,1,61
935,-0.17295476253482234,15,1,61
936,15.35968,17,5,61
937,9.296716648,16,5,61
938,0.3491772053839509,1,5,61
939,80.73921440064962,14,5,61
940,-0.2718556494179688,15,5,61
941,5.256924707924886,13,5,62
942,399.7894,12,1,62
943,398.8086,12,5,62
944,15.37516,17,1,62
945,9.221470648,16,1,62
946,22.724975098470793,1,1,62
947,0.119226331129824,2,1,62
948,32.159438909611296,13,1,62
949,86.65820979425993,14,1,62
950,-0.3240503697293252,15,1,62
951,15.36732,17,5,62
952,9.185389648000001,16,5,62
953,0.24020638216083684,1,5,62
954,0.07189954319785508,7,5,62
955,70.95076239853181,14,5,62
956,-0.1511923020621936,15,5,62
957,5.30424976830352,13,5,63
958,397.5709,12,1,63
959,399.134,12,5,63
960,15.41158,17,1,63
961,9.238613648,16,1,63
962,22.684567763377174,1,1,63
963,0.11951956042109267,2,1,63
964,32.137538729163815,13,1,63
965,59.60867345522629,14,1,63
966,-0.2032030001004232,15,1,63
967,15.38712,17,5,63
968,9.240761648,16,5,63
969,0.2943754210054061,1,5,63
970,65.14101427857253,14,5,63
971,-0.17694694547473694,15,5,63
972,5.356782056918545,13,5,64
973,399.0533,12,1,64
974,398.7139,12,5,64
975,15.37595,17,1,64
976,9.273319648,16,1,64
977,22.712534074929096,1,1,64
978,0.22934401346187147,2,1,64
979,32.20862438328576,13,1,64
980,63.5607389031167,14,1,64
981,-0.3041375028045069,15,1,64
982,15.36207,17,5,64
983,9.385865648,16,5,64
984,0.2882488387356481,1,5,64
985,71.00639306894163,14,5,64
986,-0.23731297720580583,15,5,64
987,5.400998272781053,13,5,65
988,399.3309,12,1,65
989,398.5571,12,5,65
990,15.41158,17,1,65
991,9.235494648,16,1,65
992,22.703542656992983,1,1,65
993,0.11282803735099455,2,1,65
994,32.207519422520434,13,1,65
995,70.92714069705603,14,1,65
996,-0.09866947398951104,15,1,65
997,15.36779,17,5,65
998,9.308456648,16,5,65
999,0.3256020121455877,1,5,65
1000,-0.0054482698357244735,2,5,65
1001,74.13043810828188,14,5,65
1002,-0.24550943976750597,15,5,65
1003,5.291378016311694,13,5,66
1004,398.9241,12,1,66
1005,399.0592,12,5,66
1006,15.40625,17,1,66
1007,9.311740648,16,1,66
1008,22.72755959511693,1,1,66
1009,0.18484003463928345,2,1,66
1010,32.1609278846047,13,1,66
1011,72.40185100382783,14,1,66
1012,-0.5222714270670966,15,1,66
1013,15.36039,17,5,66
1014,9.339463648,16,5,66
1015,0.37294075636972684,1,5,66
1016,0.03726337981151237,2,5,66
1017,79.9716407285523,14,5,66
1018,-0.43732852898708163,15,5,66
1019,5.373518791104535,13,5,67
1020,399.4431,12,1,67
1021,398.5037,12,5,67
1022,15.49363,17,1,67
1023,9.138199648,16,1,67
1024,22.86061701345409,1,1,67
1025,0.13967840116345043,2,1,67
1026,32.156478934832016,13,1,67
1027,89.96089456442382,14,1,67
1028,-0.2448410763799082,15,1,67
1029,15.45117,17,5,67
1030,9.228777648,16,5,67
1031,0.3798300618482344,1,5,67
1032,91.14575773053592,14,5,67
